produto,sku,quantidade_vendida,faturamento_total,custo_total
Hélice de Alumínio 571,LHN-679441,720,1982397.5999999992,1173016.7999999996
NAO INFORMADO,LHN-035301,670,650516.4000000001,312749.3
Âncora Bruce 7665,LHN-812881,616,763550.4800000009,526587.5999999999
Colete Salva-Vidas 280,LHN-360466,691,321639.77000000014,163269.47999999978
Bússola de Bordo 2331,LHN-966561,766,1137456.3799999997,653712.0599999998
Sonar Transducer 9933,LHN-149282,566,1808160.5799999998,936871.5
Colete Salva-Vidas 9616,LHN-010722,617,747409.1199999995,470067.61999999965
GPS Plotter 1152,LHN-704201,553,2202820.2,1090504.9399999995
Âncora Bruce 4405,LHN-964357,643,75828.99000000003,50893.44999999995
Bateria Náutica 7848,LHN-653353,700,906135.9999999994,651896.0000000002
Defensa Náutica 5998,LHN-251147,749,780435.5299999991,364688.0999999999
Âncora Bruce 2416,LHN-064671,623,42245.63000000004,26078.78000000001
GPS Plotter 475,LHN-199507,651,218683.91999999987,157327.1699999999
Hélice de Alumínio 4633,LHN-873513,870,1849724.4000000004,1401309.0000000005
Cabo Náutico 7323,LHN-019959,690,1654902.8999999994,1110672.300000001
Cabo Náutico 3217,LHN-714900,620,1133887.0000000005,558564.2000000002
Motor de Popa 4783,LHN-833261,861,3009565.2299999995,1635633.089999998
Vela Mestra 1319,LHN-980966,732,807103.2000000001,611439.6000000001
Hélice de Alumínio 5003,LHN-571777,721,93967.9300000001,52496.009999999995
Defensa Náutica 8531,LHN-074098,655,352972.9500000003,208859.84999999992
Defensa Náutica 3549,LHN-592076,662,1110365.9800000004,572351.9599999996
Vela Mestra 1913,LHN-210217,654,1109412.9000000004,586991.16
Tinta Antifouling 3067,LHN-800943,656,1418114.560000002,920853.4399999996
Hélice de Alumínio 549,LHN-774541,611,2294903.7799999984,1195262.6399999992
Vela Mestra 3870,LHN-152723,752,1071855.6800000013,498538.4000000001
Vela Mestra 9743,LHN-076893,628,518062.32000000076,317830.80000000005
Cliente Genérico,LHN-437436,581,1389926.3,863307.9
Bateria Náutica 9124,LHN-214973,648,1659599.2800000003,775513.4400000008
GPS Plotter 4422,LHN-420141,720,1153058.3999999987,694612.7999999999
Âncora Bruce 3524,LHN-109562,857,2491718.929999997,1607560.599999999
Âncora Bruce 8139,LHN-338809,634,868897.0,421793.8599999999
GPS Plotter 2508,LHN-278353,798,1574110.8600000008,1192507.2599999988
Bateria Náutica 4055,LHN-867120,736,1086313.919999999,620749.7599999998
Motor de Popa 1923,LHN-237655,689,1558407.7600000005,851590.2199999996
Motor de Popa 9450,LHN-478857,690,1009987.5,742640.0999999997
Bússola de Bordo 2458,LHN-207207,635,152634.95000000004,113061.75
Motor de Popa 9800,LHN-997213,724,375032.0,216780.08000000002
Defensa Náutica 9755,LHN-763408,648,84816.71999999984,41374.79999999999
GPS Plotter 5928,LHN-344703,699,658206.3600000009,444731.75999999983
Motor de Popa 1949,LHN-581742,637,1718441.2699999993,781108.5099999997
TBD,LHN-688074,665,1081017.3499999996,578084.5000000001
Bússola de Bordo 5772,LHN-801131,688,1451301.6000000003,788750.7199999999
Bateria Náutica 8789,LHN-761586,750,482714.99999999965,245032.50000000015
Motor de Popa 2911,LHN-599210,662,359333.60000000003,215169.85999999964
Colete Salva-Vidas 8800,LHN-105883,683,1166181.519999999,757262.5899999992
Hélice de Alumínio 9811,LHN-017277,725,994598.4999999994,520731.25
Âncora Bruce 3597,LHN-561314,786,2510947.7399999998,1184407.680000001
Sonar Transducer 6256,LHN-727967,640,1047091.1999999997,698060.7999999995
Vela Mestra 1834,LHN-524292,755,307292.55000000016,186235.85000000006
Bateria Náutica 5770,LHN-794140,672,685272.0,376521.5999999999
Sonar Transducer 7193,LHN-511507,719,1252915.0200000003,928085.1999999997
GPS Plotter 2249,LHN-206789,697,1838630.2400000002,1382429.8000000003
Bússola de Bordo 7525,LHN-645763,701,995686.3800000018,532451.5599999991
Tinta Antifouling 3557,LHN-476482,695,1248685.65,660680.8999999992
Cabo Náutico 8945,LHN-253749,696,2715374.4,1385394.9600000016
Cabo Náutico 2105,LHN-131725,652,405204.96000000025,202602.48000000013
GPS Plotter 4567,LHN-790801,606,440392.32,287837.88
Cabo Náutico 1373,LHN-457547,626,949986.3000000002,650676.9200000002
Motor de Popa 9201,LHN-383939,736,724739.1999999998,333982.0799999998
Motor de Popa 9645,LHN-171212,679,2547316.0299999984,1347787.8399999996
Tinta Antifouling 9693,LHN-268605,670,633980.7999999996,422656.0999999998
Defensa Náutica 7487,LHN-754714,651,1110482.3100000005,816529.7700000003
Âncora Bruce 3938,LHN-556836,677,2135447.5600000015,1141950.060000001
Bateria Náutica 3343,LHN-994013,746,1899733.760000002,1158373.8800000015
Bússola de Bordo 3152,LHN-835642,726,448595.39999999997,216711.0
Sonar Transducer 1236,LHN-838174,671,1573474.869999999,855149.24
NAO INFORMADO,LHN-310750,547,734653.8200000002,363689.3600000003
Bússola de Bordo 7825,LHN-924564,739,1945690.9300000006,963212.5999999997
GPS Plotter 830,LHN-413832,663,208301.33999999976,141702.99000000008
Âncora Bruce 2284,LHN-623775,580,1058001.2000000004,503811.2000000005
Bússola de Bordo 702,LHN-304058,670,1178442.8999999997,636995.7999999993
Bússola de Bordo 679,LHN-432994,699,2196761.279999999,1066387.4100000001
Bússola de Bordo 2683,LHN-022857,665,764483.9999999995,579155.15
Vela Mestra 7171,LHN-262711,691,2241016.6500000004,1185721.4500000004
Colete Salva-Vidas 326,LHN-093157,704,1134031.3599999999,644336.0
Bateria Náutica 684,LHN-834456,640,451481.6000000008,295084.8000000003
Vela Mestra 1741,LHN-189341,648,670407.8399999999,507882.9599999997
Tinta Antifouling 9500,LHN-141578,692,2433549.4799999995,1344500.64
Âncora Bruce 7226,LHN-145691,754,1024821.7200000002,478888.02000000054
Cabo Náutico 7039,LHN-621446,731,766862.8600000002,467598.7700000002
Defensa Náutica 4517,LHN-715346,610,217647.99999999985,142252.00000000003
João da Silva,LHN-144525,772,35319.0,26757.519999999957
Vela Mestra 8368,LHN-261846,680,1008562.4000000001,667923.1999999995
Cabo Náutico 7174,LHN-263950,846,58653.18000000007,34914.41999999999
Bússola de Bordo 4621,LHN-806234,869,1839394.920000002,888595.9500000004
Tinta Antifouling 5225,LHN-983578,554,1270671.0200000003,596558.2800000001
Bússola de Bordo 1762,LHN-545453,749,67042.98999999995,42430.84999999998
Sonar Transducer 4635,LHN-951367,585,857814.7499999998,568087.65
GPS Plotter 7173,LHN-037674,661,1649327.2000000004,958912.7
Motor de Popa 5396,LHN-387219,752,1388176.9599999995,811799.0400000003
GPS Plotter 3411,LHN-743815,739,318605.0700000001,222801.11000000004
Bateria Náutica 4055,LHN-182063,597,318183.09,192836.96999999997
Motor de Popa 9560,LHN-837701,672,1478265.5999999999,799061.7599999997
Defensa Náutica 1200,LHN-417099,609,212985.57000000004,120332.30999999992
Cabo Náutico 9175,LHN-817855,651,415832.7600000001,288770.5800000001
Motor de Popa 8825,LHN-288929,709,1730123.0699999996,1281574.2199999995
Bateria Náutica 2738,LHN-541810,490,929495.7000000004,584589.5999999999
Hélice de Alumínio 8340,LHN-302669,660,354598.2000000001,218889.0000000001
Cabo Náutico 4851,LHN-044085,609,135733.91999999998,74578.13999999997
GPS Plotter 9763,LHN-620395,735,542437.3500000003,291633.29999999964
Defensa Náutica 7459,LHN-743980,729,1206451.2599999988,673996.9500000001
Âncora Bruce 2455,LHN-340543,605,892701.7000000001,421086.05000000016
Motor de Popa 4350,LHN-430132,709,2428558.9699999993,1202258.3900000006
GPS Plotter 2249,LHN-014296,783,787964.2199999997,521830.35000000015
asdf,LHN-073013,710,910866.0999999996,555404.6000000006
Colete Salva-Vidas 3098,LHN-047540,611,1751639.24,799835.6600000001
GPS Plotter 7173,LHN-468573,689,1314549.99,859183.0
Bússola de Bordo 7303,LHN-012185,714,1526803.3199999998,942472.8599999996
Colete Salva-Vidas 1890,LHN-011955,656,1815486.5600000028,1100295.680000001
GPS Plotter 830,LHN-759550,724,402710.52000000025,235502.71999999956
GPS Plotter 6316,LHN-817322,723,1399850.9099999995,914934.8099999992
Bússola de Bordo 6287,LHN-501122,656,675588.159999999,465924.0
Sonar Transducer 1690,LHN-353941,602,1589424.479999998,1111484.6399999994
Bússola de Bordo 4621,LHN-906906,760,1459314.0000000002,726027.9999999999
GPS Plotter 4446,LHN-565796,732,1525583.1599999992,1113562.3199999998
Colete Salva-Vidas 9822,LHN-878599,561,485562.3300000002,258278.7900000001
GPS Plotter 3436,LHN-702543,668,838774.2,566737.88
Motor de Popa 6014,LHN-424236,780,824990.3999999999,376708.79999999993
Tinta Antifouling 866,LHN-872048,698,85546.87999999993,54143.85999999993
Bateria Náutica 9272,LHN-340446,672,2544151.679999997,1298035.2
Bússola de Bordo 6310,LHN-256482,676,616816.1999999997,392877.6799999998
Bússola de Bordo 7461,LHN-359577,635,973150.2000000005,589787.9999999998
Vela Mestra 6757,LHN-870824,661,639590.21,402258.15999999945
Sonar Transducer 9366,LHN-770929,710,1498810.0,851595.2999999997
Defensa Náutica 417,LHN-395551,601,819980.3599999989,448075.5500000001
Defensa Náutica 6113,LHN-788662,607,358051.0899999999,188449.21999999997
Bateria Náutica 1358,LHN-872306,683,377528.25,288191.85000000003
GPS Plotter 649,LHN-193662,707,217918.60999999996,167629.70000000004
Cabo Náutico 9083,LHN-829588,653,680589.25,511723.45
GPS Plotter 1842,LHN-351398,706,2083787.2400000019,1120316.1
Vela Mestra 9165,LHN-076205,642,1630943.2199999997,1226271.3599999999
Defensa Náutica 5959,LHN-698603,682,1051425.7600000005,559267.2800000003
Tinta Antifouling 849,LHN-219421,855,1778357.25,1139971.5
Bússola de Bordo 1854,LHN-090721,710,656678.9999999999,393219.3
Defensa Náutica 9426,LHN-987450,709,2629333.59,1406060.4399999985
Cabo Náutico 2366,LHN-910322,734,822564.4399999996,504639.6799999998
Colete Salva-Vidas 2217,LHN-870565,739,1444937.1400000027,722468.5700000013
Âncora Bruce 5445,LHN-708270,617,585212.16,300108.79999999993
Vela Mestra 2993,LHN-260177,629,1750903.2699999993,989209.4299999997
Colete Salva-Vidas 3456,LHN-544876,626,256315.7,194178.94000000003
Cabo Náutico 5416,LHN-182276,726,2897211.8999999994,1434263.8199999994
Motor de Popa 1279,LHN-610194,649,1052619.5899999992,736095.7999999996
Bateria Náutica 5936,LHN-260560,794,2849157.8400000012,1383084.480000001
Âncora Bruce 326,LHN-990985,784,1716191.6800000004,1065957.760000001
Colete Salva-Vidas 502,LHN-971490,713,384192.92,220801.8399999997
Bateria Náutica 2654,LHN-557467,787,1961282.7000000004,1225799.7200000014
Sonar Transducer 869,LHN-207525,677,323193.0300000002,205855.3900000002
Bússola de Bordo 5451,LHN-132378,795,2099881.1999999993,1264988.1000000003
GPS Plotter 6249,LHN-947731,834,684830.7600000004,447599.4600000008
Cabo Náutico 4894,LHN-510202,766,745731.6399999999,418948.3799999995
Bússola de Bordo 7024,LHN-604235,721,2263168.530000001,1172627.1900000009
Colete Salva-Vidas 2374,LHN-353117,950,3155719.5000000023,1467778.5000000012
Defensa Náutica 2623,LHN-504244,729,2301956.0099999984,1346171.4000000008
Hélice de Alumínio 4260,LHN-508159,682,1729415.5999999999,1281048.3399999996
Vela Mestra 807,LHN-587279,639,1414107.0,732696.5700000009
Bateria Náutica 7848,LHN-929005,811,2383723.6399999973,1589146.3899999973
Sonar Transducer 9366,LHN-860529,681,709922.0699999995,385827.35999999946
Motor de Popa 3225,LHN-339516,659,169936.33,103621.16000000002
Bateria Náutica 2619,LHN-479470,715,2745850.2499999995,1271227.0999999987
GPS Plotter 6249,LHN-777708,583,1380602.3000000003,686867.2799999997
Bateria Náutica 2619,LHN-816287,674,864701.5599999997,608945.52
GPS Plotter 8413,LHN-963869,603,1475112.8700000006,1126042.1999999995
Cabo Náutico 4571,LHN-703402,583,1619935.4600000007,767741.0400000011
Motor de Popa 1606,LHN-788708,604,1356143.0800000003,802450.2400000002
Colete Salva-Vidas 3398,LHN-868199,798,1280933.6399999994,612887.9400000003
Âncora Bruce 1231,LHN-649334,558,1960326.5399999993,1101307.86
Hélice de Alumínio 4091,LHN-415543,683,352940.25,229180.65000000002
Bateria Náutica 4361,LHN-258791,765,1894514.8499999966,902149.2000000012
Bússola de Bordo 3993,LHN-110984,743,1135853.8199999984,718897.08
Bateria Náutica 684,LHN-048879,573,690934.86,416227.2000000002
Defensa Náutica 9651,LHN-747816,669,331375.76999999984,207109.02000000005
Cabo Náutico 6511,LHN-749820,656,483222.72000000003,337918.71999999986
Defensa Náutica 5036,LHN-604641,774,593758.6200000008,395839.07999999996
Defensa Náutica 7831,LHN-395492,580,807209.1999999993,436328.1999999999
Sonar Transducer 9366,LHN-918614,739,2757112.9300000034,1351527.539999999
Vela Mestra 5034,LHN-702214,565,1008790.5499999992,542360.4499999998
Bateria Náutica 5653,LHN-824824,582,221840.9400000001,100837.31999999995
Bússola de Bordo 553,LHN-230372,673,581943.0999999999,338337.2900000002
Bússola de Bordo 994,LHN-107544,594,675128.5199999999,485701.9199999996
Colete Salva-Vidas 6879,LHN-719451,667,260436.82,182124.34999999995
Vela Mestra 7122,LHN-937664,669,1768387.7699999998,1178925.1799999992
Hélice de Alumínio 9192,LHN-611591,760,176388.39999999988,97994.4000000001
Defensa Náutica 6521,LHN-513044,577,2113360.59,1061991.5799999998
GPS Plotter 3436,LHN-968395,734,2244843.580000001,1181497.7800000003
asdf,LHN-134712,634,1109360.5200000007,846840.1399999998
Caboo Náutico 4942,LHN-577354,514,1594690.1400000018,728168.3800000001
Vela Mestra 3325,LHN-081972,690,1555301.4000000013,984367.7999999983
Bússola de Bordo 1372,LHN-541482,709,493634.15999999957,318475.71000000025
Motor de Popa 4350,LHN-663270,646,793837.0999999996,402961.8800000001
GPS Plotter 4567,LHN-518587,702,1804834.9799999974,965151.7199999995
Motor de Popa 2690,LHN-407465,781,682547.1400000004,411173.0699999999
Vela Mestra 5566,LHN-980298,710,1703943.2000000004,792530.3999999998
Hélice de Alumínio 6668,LHN-651524,646,1703999.4200000013,1092308.4800000011
Sonar Transducer 1236,LHN-999365,603,154916.7300000001,73421.27999999994
Bateria Náutica 8635,LHN-244263,662,1598994.7999999998,807573.7999999998
Cabo Náutico 7064,LHN-644232,732,307491.24000000034,163558.08
Bateria Náutica 9984,LHN-208087,656,192437.59999999998,124154.56
Defensa Náutica 9513,LHN-794810,619,2412342.0399999986,1212231.029999999
Cabo Náutico 2862,LHN-119475,706,1374906.7599999993,790176.3799999998
Bússola de Bordo 799,LHN-763314,718,2043169.5199999996,1026718.4599999987
Vela Mestra 6861,LHN-759108,598,1625896.2200000002,842432.5
Sonar Transducer 455,LHN-375163,653,1422906.590000001,813089.4799999993
Tinta Antifouling 866,LHN-911726,726,51785.58000000006,36989.700000000004
Bússola de Bordo 4659,LHN-965695,619,836064.7299999995,568749.5800000001
Bússola de Bordo 4621,LHN-285203,656,1480270.5600000022,881112.9599999998
Motor de Popa 5440,LHN-474181,735,995439.8999999999,765722.9999999998
Hélice de Alumínio 728,LHN-019954,754,302625.43999999954,208707.1999999999
GPS Plotter 7021,LHN-811383,629,1841762.32,1052436.5099999995
Colete Salva-Vidas 7959,LHN-752236,629,685383.5600000006,412881.89
Hélice de Alumínio 1155,LHN-828849,824,1519192.3200000008,839334.6399999994
Bússola de Bordo 553,LHN-145249,673,1832276.15,964355.16
Âncora Bruce 9236,LHN-163314,768,414282.2399999995,243694.07999999984
Vela Mestra 8105,LHN-015632,678,526222.9200000005,260507.94000000006
Bateria Náutica 6577,LHN-136796,686,2389461.480000001,1298618.580000001
Tinta Antifouling 4321,LHN-812993,739,2487030.599999999,1288616.4699999993
Cabo Náutico 2300,LHN-106677,728,651356.1599999997,359864.96000000037
Bússola de Bordo 8959,LHN-503948,744,1926416.8800000008,1024688.8800000002
Bússola de Bordo 7825,LHN-612730,702,170543.88000000003,113695.91999999994
Hélice de Alumínio 1155,LHN-129715,680,1049328.4000000018,676987.5999999996
Bússola de Bordo 3152,LHN-429246,751,2613337.3100000024,1313236.1499999992
Hélice de Alumínio 7117,LHN-868728,625,1666200.0000000005,1034906.25
Hélice de Alumínio 5784,LHN-860026,645,382930.0500000005,208115.70000000016
Motor de Popa 9560,LHN-975882,689,1207286.4699999995,783951.0900000004
Bússola de Bordo 8014,LHN-981462,561,541297.6800000002,389423.76000000024
Tinta Antifouling 849,LHN-563391,663,1510055.4300000002,762655.5300000004
Bússola de Bordo 9356,LHN-451355,685,1669173.75,953814.5500000002
Sonar Transducer 1176,LHN-768668,704,1594032.0,821666.5600000005
Bússola de Bordo 2331,LHN-777479,671,2380701.2899999977,1330002.5199999996
Colete Salva-Vidas 8874,LHN-658377,701,179890.61999999988,95181.77999999998
GPS Plotter 7543,LHN-292504,789,2880804.690000001,1391693.4299999997
Cabo Náutico 4571,LHN-031502,682,764978.94,413503.41999999934
Bateria Náutica 2619,LHN-749348,751,1500437.9200000004,753988.9799999999
Sonar Transducer 5255,LHN-205267,636,378063.84000000055,257185.68000000008
Bússola de Bordo 2692,LHN-061444,653,2046763.2,1303668.7900000007
Defensa Náutica 3153,LHN-682824,673,2061802.8000000007,1178173.990000001
Tinta Antifouling 2982,LHN-915311,709,1508234.4300000002,973052.8699999994
Hélice de Alumínio 7846,LHN-451869,651,898881.2700000006,665836.29
Vela Mestra 3395,LHN-931968,547,936316.3099999997,480162.0699999993
Defensa Náutica 2623,LHN-325504,588,633693.4799999997,324969.9600000001
Bússola de Bordo 180,LHN-471942,672,933555.8399999986,662094.7200000003
Cabo Náutico 5157,LHN-965787,807,91271.69999999998,42851.69999999998
Bússola de Bordo 6310,LHN-218363,519,1533068.9100000004,970296.4499999998
Colete Salva-Vidas 1933,LHN-188119,607,925383.6400000005,422550.91000000003
Bateria Náutica 5611,LHN-567780,654,1745493.3000000007,819481.6200000006
Sonar Transducer 4970,LHN-626693,610,532237.2000000001,248709.20000000036
Cabo Náutico 5453,LHN-057852,689,251354.09000000005,178264.96999999997
Defensa Náutica 4517,LHN-967929,694,1033782.3999999994,666954.8200000009
Tinta Antifouling 874,LHN-444755,691,551666.7599999994,251904.05
Motor de Popa 8515,LHN-899497,630,911099.6999999996,526648.4999999998
Motor de Popa 1365,LHN-033536,640,64108.79999999995,40320.0
asdf,LHN-138558,670,809574.4000000004,539718.5
GPS Plotter 3183,LHN-259372,618,1727798.220000001,1016350.4400000001
Defensa Náutica 497,LHN-231399,736,816437.4399999998,477450.56
Motor de Popa 6346,LHN-628818,645,843279.4499999994,648676.5000000002
Cabo Náutico 7039,LHN-770782,693,2207163.419999997,1103581.7099999986
Hélice de Alumínio 8603,LHN-409534,734,2390645.340000002,1271618.3
Hélice de Alumínio 2016,LHN-639347,609,640795.8899999999,430063.61999999976
Hélice de Alumínio 8208,LHN-861962,656,1675784.7999999989,1289066.2399999995
Cabo Náutico 8341,LHN-617427,616,1589255.3599999994,749647.3600000003
Vela Mestra 9743,LHN-310424,887,2222990.5299999975,1208147.2200000014
Hélice de Alumínio 4479,LHN-716219,621,922470.6600000004,640604.9700000002
Motor de Popa 1845,LHN-225328,820,851438.8000000006,595410.1999999995
Tinta Antifouling 179,LHN-222588,716,852877.7199999997,416038.95999999944
Hélice de Alumínio 9238,LHN-687366,697,1647568.6000000006,762761.9499999997
Defensa Náutica 2684,LHN-564335,644,1146101.0399999996,636722.8
Tinta Antifouling 9285,LHN-788016,710,2112122.1999999993,1320074.6000000015
Tinta Antifouling 3228,LHN-753573,724,2030016.3599999996,1326809.6399999997
Sonar Transducer 7919,LHN-604492,775,47445.500000000044,36215.74999999999
Defensa Náutica 9030,LHN-189084,612,1429950.240000001,1099959.8399999999
GPS Plotter 6249,LHN-297432,835,989892.5,546899.9499999995
Defensa Náutica 9969,LHN-824534,755,1922365.9000000001,1256448.3499999999
Hélice de Alumínio 7333,LHN-140436,718,899424.2399999999,508150.14000000025
Hélice de Alumínio 393,LHN-467801,581,504360.2899999998,277119.57000000036
Motor de Popa 8838,LHN-252843,634,414927.63999999984,192095.66000000018
Defensa Náutica 6926,LHN-850651,806,2632347.6399999987,1371014.060000002
Âncora Bruce 5302,LHN-622042,720,610955.9999999998,469965.60000000015
Defensa Náutica 9143,LHN-571657,696,922979.5199999985,587883.3599999999
Tinta Antifouling 693,LHN-144442,701,885334.9600000002,438286.2300000002
Sonar Transducer 5593,LHN-719047,738,861164.8200000008,462991.6799999994
Defensa Náutica 824,LHN-173874,645,262373.09999999957,148233.90000000014
GPS Plotter 3107,LHN-686875,665,565043.8500000006,374202.14999999997
Bússola de Bordo 2458,LHN-994648,688,1499062.5599999998,948772.6400000007
GPS Plotter 6626,LHN-413518,700,117460.00000000004,78833.99999999997
Tinta Antifouling 8939,LHN-900424,755,3033129.449999998,1465281.3499999999
Motor de Popa 1949,LHN-830083,701,91929.13999999985,57453.95999999994
Bateria Náutica 6163,LHN-564628,674,1952618.4400000018,1148597.0999999994
Defensa Náutica 6113,LHN-656185,630,1385470.7999999993,849983.3999999998
Bússola de Bordo 4473,LHN-234166,577,2007642.6499999997,1013962.0999999995
Motor de Popa 6404,LHN-249387,728,1263647.8400000012,964614.5600000004
Colete Salva-Vidas 8211,LHN-133378,784,299197.9200000001,181331.35999999996
Colete Salva-Vidas 3392,LHN-656937,716,933434.8800000001,455333.0400000008
Bússola de Bordo 1854,LHN-469107,614,1540114.6199999996,939094.579999999
Vela Mestra 4667,LHN-697411,731,1847310.1000000003,1282853.8300000003
Motor de Popa 553,LHN-302416,657,257504.5800000002,185254.29000000027
Cabo Náutico 6511,LHN-872089,764,232561.59999999995,125708.56000000004
Bússola de Bordo 5772,LHN-320826,680,1959957.2000000011,899061.9999999999
Sonar Transducer 3474,LHN-424093,755,660179.5499999998,471557.8999999997
Tinta Antifouling 8791,LHN-925301,774,1482674.4000000001,814658.2200000006
Tinta Antifouling 503,LHN-115023,801,1989523.8,951924.4199999998
GPS Plotter 5928,LHN-566530,561,242060.27999999997,118657.11000000002
Vela Mestra 3395,LHN-581935,599,2214389.1900000023,1006541.6299999986
Sonar Transducer 7193,LHN-775039,738,1815598.0799999996,1080712.4400000013
Motor de Popa 8544,LHN-626925,711,1163473.2900000007,861831.5400000012
GPS Plotter 4446,LHN-057708,571,548022.9600000003,380571.5
Motor de Popa 6404,LHN-614423,713,1885164.8699999964,868740.5899999999
Bateria Náutica 5653,LHN-669414,646,1307051.8,827248.2200000003
Defensa Náutica 2783,LHN-917754,681,520427.00999999995,363933.2100000001
Motor de Popa 6225,LHN-616875,696,484144.5599999996,348306.2400000004
Motor de Popa 1540,LHN-599912,755,1916839.2999999996,1441234.5999999999
GPS Plotter 7169,LHN-533548,688,1247385.2800000012,585625.6
Motor de Popa 9201,LHN-018613,696,1326102.7200000007,784677.3600000002
Sonar Transducer 5593,LHN-325710,720,295732.80000000005,162489.59999999974
Âncora Bruce 6320,LHN-560136,755,1558184.099999999,1031911.3500000008
Bateria Náutica 6163,LHN-492462,718,131781.72000000003,64282.53999999996
Defensa Náutica 6521,LHN-812832,690,938703.5999999996,695333.6999999993
Sonar Transducer 2387,LHN-758750,682,2816762.3000000003,1341316.6799999978
Motor de Popa 1007,LHN-777146,711,974325.9599999994,499655.25
Colete Salva-Vidas 280,LHN-391937,703,666106.5600000003,302775.0700000002
Motor de Popa 1606,LHN-019871,690,351430.8000000002,173976.59999999998
Sonar Transducer 1236,LHN-424293,811,292089.76000000007,135226.14000000004
Sonar Transducer 6909,LHN-821834,634,241211.64,147981.94000000012
Motor de Popa 2195,LHN-299709,617,787865.8100000002,423582.83999999985
Hélice de Alumínio 8562,LHN-925781,578,1395708.1599999988,825863.7399999999
Bateria Náutica 6054,LHN-823011,688,1941845.6000000008,886687.5199999997
Motor de Popa 7678,LHN-703072,716,2197532.8800000018,1390844.3200000005
GPS Plotter 2659,LHN-531503,818,2896955.1800000006,1583034.5
Cabo Náutico 2105,LHN-924386,760,1734836.8000000012,913071.5999999993
Sonar Transducer 3474,LHN-427420,761,509565.5999999999,312618.8
Sonar Transducer 9995,LHN-432229,763,1240081.0100000007,738141.4599999997
Tinta Antifouling 1614,LHN-199057,611,99550.22999999992,62218.13000000008
Bateria Náutica 3427,LHN-305383,653,138638.42999999993,77452.3300000001
Hélice de Alumínio 7706,LHN-361210,570,1193956.2,741587.1000000007
GPS Plotter 5583,LHN-578645,660,170312.9999999999,79958.99999999996
Bateria Náutica 6370,LHN-023896,759,1601345.7900000014,994623.9599999997
Tinta Antifouling 6054,LHN-604564,714,2115846.180000001,1125449.64
Sonar Transducer 1690,LHN-069697,614,226252.86000000007,104263.33999999994
Hélice de Alumínio 8603,LHN-141733,795,1408175.55,795580.3499999997
Bateria Náutica 2558,LHN-051460,769,979805.9700000017,747944.7799999989
Defensa Náutica 3482,LHN-249879,642,2397048.2399999993,1180811.3400000012
Motor de Popa 8838,LHN-363999,729,906409.4399999995,570070.7099999996
Bateria Náutica 8789,LHN-173568,606,32657.339999999982,15701.45999999999
Colete Salva-Vidas 3259,LHN-408073,714,2022976.2000000002,1149418.6199999996
Cabo Náutico 9175,LHN-485454,556,948035.5999999999,677169.0800000001
Âncora Bruce 1131,LHN-195055,836,1328980.8399999987,674610.1999999998
Sonar Transducer 4635,LHN-032019,598,1867386.5599999994,868553.1399999997
Bateria Náutica 4683,LHN-934253,673,1689593.42,1069363.3499999999
Motor de Popa 9771,LHN-163377,749,556192.4199999997,405980.46999999986
GPS Plotter 9763,LHN-029203,650,1548521.0000000005,1025511.5000000001
Bússola de Bordo 7461,LHN-654340,812,1274685.7200000014,681649.6399999992
Vela Mestra 4634,LHN-501612,586,1444384.519999999,752283.3600000008
Bússola de Bordo 3795,LHN-424258,703,783092.79,365932.58999999997
Motor de Popa 9417,LHN-091652,594,683913.7799999991,347163.3
NAO INFORMADO,LHN-558736,671,1615331.8500000008,772884.64
Bússola de Bordo 702,LHN-677223,754,2564180.5800000024,1432501.9799999995
Bússola de Bordo 2338,LHN-288157,659,683363.2299999994,432508.2899999993
Âncora Bruce 3775,LHN-642548,622,549872.8799999997,395592.0
Motor de Popa 6225,LHN-605492,688,1831084.4800000007,1307915.5199999998
Colete Salva-Vidas 2755,LHN-481254,662,1948199.7999999996,1187925.8999999994
Motor de Popa 5331,LHN-533747,729,282873.8699999997,200620.80000000002
Bússola de Bordo 4004,LHN-193780,643,2100610.2699999996,968023.6399999999
GPS Plotter 7720,LHN-099784,613,809343.8999999998,608531.2299999997
Hélice de Alumínio 6964,LHN-809705,623,1097669.9299999992,525201.46
Cabo Náutico 5788,LHN-456796,679,70344.40000000002,39741.869999999995
Motor de Popa 1845,LHN-816660,655,1775115.4999999995,964736.4000000013
Tinta Antifouling 3067,LHN-672540,687,105516.32999999989,51724.230000000025
Âncora Bruce 7665,LHN-952998,793,2511105.869999999,1146622.4899999995
Defensa Náutica 1161,LHN-010981,641,2038809.4700000004,926732.1599999996
Vela Mestra 8489,LHN-670653,639,1357178.4899999998,864445.5900000002
Sonar Transducer 7193,LHN-127008,803,402134.37000000017,275437.03
Âncora Bruce 7480,LHN-047567,680,957705.2000000004,679224.7999999995
Vela Mestra 6857,LHN-035936,607,1780610.2199999995,1141414.9399999995
Âncora Bruce 2416,LHN-377256,594,583943.58,287656.38
asdf,LHN-466226,693,1719492.3899999994,1322687.5199999996
GPS Plotter 4422,LHN-564110,682,1762001.5599999991,889900.8800000005
Bateria Náutica 6054,LHN-473756,685,2247128.799999998,1345586.599999999
Âncora Bruce 326,LHN-235392,662,351541.8600000001,176654.70000000004
Cabo Náutico 3932,LHN-270820,627,1323866.6100000006,894503.2800000007
Colete Salva-Vidas 6199,LHN-235717,624,1016602.0800000002,493496.6399999995
